object_id,institution_id,museum,inventory_number,object_title_original,object_title_english,classification,species_if_given,provenance,date_period,length,width,other_dimensions,description,whole_or_partial,wrapping_present,head_visible,dorsal_visible,tail_visible,online_record_url,image_urls,image_count,image_license,api_or_iiif,bibliography,source_of_identification,confidence,notes,x_country,x_city,x_other_numbers,x_classification_basis,x_acquisition,x_evidence_type,x_possible_duplicate_of,x_conflicts,x_date_checked,x_agents
INST-GB-004-O001,INST-GB-004,British Museum,EA 37347,animal mummy; mummy-case; mummy-wrapping,Mummy of a crocodile,A,UNKNOWN,"Excavated/Findspot: Hiba, el- (excavated by Egypt Exploration Fund)",Roman Period,94 cm,UNKNOWN,UNKNOWN,Combination of wrapping types: coffers (Type D) over the body and spirals (Type B) around the tail.,WHOLE,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.britishmuseum.org/collection/object/Y_EA37347 (live 403; read via http://web.archive.org/web/20241003171010/https://www.britishmuseum.org/collection/object/Y_EA37347),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Ikram, S., Vandenbeusch, M., Borla, M. & Oliva, C. 2025. It's a Wrap! Bandaging Patterns on Animal Mummies from Ancient Egypt. Rivista del Museo Egizio 9 (DOI 10.29353/rime..7357), Fig. 3 | BM Annual Egyptological Colloquium 2024 abstracts, 'Animal mummies: from beliefs to practice', Vandenbeusch introduction (figure caption 'Mummified crocodile, British Museum EA 37347')","Ikram, S., Vandenbeusch, M., Borla, M. & Oliva, C. 2025. It's a Wrap! Bandaging Patterns on Animal Mummies from Ancient Egypt. Rivista del Museo Egizio 9 (DOI 10.29353/rime..7357), Fig. 3a-b (photos (c) Trustees of the British Museum) (https://rivista.museoegizio.it/article/its-a-wrap-bandaging-patterns-on-animal-mummies-from-ancient-egypt/) [literature] | BM Collection Online record (archived copy) + BM colloquium abstracts PDF [uk_south]",CONFIRMED,"Key example for bandaging typology (dorsal coffers, spiral tail). uk_south agent: check BM collection online. | Image appears in the 2024 abstracts PDF (not audited). Likely A once image is reviewed.",GB,London,"Registration number 1902,1011.96",photo caption and text (Ikram et al. 2025 Fig. 3a-b): wrapped crocodile with coffers over the body and spiral bandages around the tail | Official description only ('Mummified crocodile enclosed in woven palm leaf(?) and linen'); no image examined; completeness not stated,Donated by: Egypt Exploration Fund; acquisition date 1902,PEER_REVIEWED; OFFICIAL_DB; OFFICIAL_WEBPAGE,UNKNOWN,classification: A [literature] / F [uk_south],2026-09-24,literature;uk_south
INST-GB-004-O002,INST-GB-004,British Museum,EA 38562,animal mummy,Egyptian crocodile mummy with mummified crocodile hatchlings on its back,C,"Crocodylus niloticus (adult Nile crocodile, per authors)",Kom Ombo (de Morgan excavation 1893; exact context undetermined),"14C on skin UBA-29791: 2518±27 BP, 792-542 cal BC (2 sigma)",3.84 m,36 cm (approx),Height 24.50 cm (approx); weight 97.40 kg including handling board,"Largest mummy in BM; over 25 mummified hatchlings (200-300 mm) individually wrapped, tied to Typha reeds on back; mouth tied; partly eviscerated, torso packed with textile; gastroliths; bovine forelimb bones in stomach (CT at Royal Veterinary College). Resin = conifer tar/pitch + beeswax.",WHOLE,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,https://www.britishmuseum.org/collection/object/Y_EA38562 (403 blocked for this agent); https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0279137; https://britishmuseum.iro.bl.uk/concern/book_contributions/c305a66a-306f-4309-8acf-27d239b66491; https://www.britishmuseum.org/collection/object/Y_EA38562 (live page 403 Cloudflare; read via http://web.archive.org/web/20251011193206/https://www.britishmuseum.org/collection/object/Y_EA38562),UNKNOWN,UNKNOWN,UNKNOWN,NO (no public API; site Cloudflare-protected),"Anderson & Antoine 2019 (Creatures of Earth, Water, and Sky pp. 31-37, fig. 1-5); Budge 1904 Guide to the Third and Fourth Egyptian Rooms p. 66; De Cupere et al. 2023 PLOS ONE (cites 14C); exhibition 'Scanning Sobek' 2015-16 | Anderson, J. & Antoine, D. 2019. Scanning Sobek. Mummy of the Crocodile God. In Porcier, Ikram, Pasquali (eds), Creatures of Earth, Water and Sky, Sidestone, pp. 31-37; De Cupere, Van Neer, Barba Colmenero, Jiménez Serrano 2023 PLoS ONE 18(1): e0279137 | British Museum Department of Ancient Egypt and Sudan Newsletter 3 (2016), 'A mummy of the crocodile god' (J. Anderson & D. Antoine), https://www.britishmuseum.org/sites/default/files/2020-06/British-Museum_Egypt_Sudan_Newsletter3_2016.pdf; BM colloquium abstracts 2024 (Vandenbeusch)","Anderson, J. & Antoine, D. 2019. Scanning Sobek: Mummy of the Crocodile God, in Porcier, Ikram & Pasquali (eds), Creatures of Earth, Water, and Sky, Sidestone, pp. 31-32 fig. 1 (https://www.sidestone.com/openaccess/9789088907722.pdf) [literature] | De Cupere et al. 2023 (PLoS ONE) - 'kept at the British Museum (register # EA 38562)', 'found at Kom Ombo'; BM research repository record of Anderson & Antoine 2019 [toponyms] | BM Collection Online record (archived copy) + BM newsletter PDF [uk_south]",CONFIRMED,"Composite: adult crocodile + >25 hatchlings on back. Likely also in BM collection online (uk_south agent). | Classification B because it carries separate hatchling mummies (multiple individuals). Kom Ombo provenance explicitly stated in De Cupere et al. 2023. | Displayed as Asahi Shimbun Display 'Scanning Sobek: mummy of the crocodile god' (Room 3, 10 Dec 2015-21 Feb 2016); CT-scanned at Royal Veterinary College. Newsletter says 'over 25' hatchlings, DB says 'over 20'.",GB,London,"Budge 1904 guide 'no. 38,562'; Registration number 1895,1231.1","description in Anderson & Antoine 2019 (wrappings removed before arrival; resin coated; textile fragments on snout and right side); fig. 1 not inspected by me | Peer-reviewed description: c. 4 m adult crocodile mummy with mummified crocodile hatchlings on its back; CT-scanned (partially eviscerated) | Official description: 'A large mummified crocodile with over 20 mummified infant crocodiles mounted on reeds adhering to its back; whole coated with a black resin. Traces of linen wrappings remain on the bodies.' BM newsletter 2016: bandages removed prior to arrival, CT-scanned; composite (adult + hatchlings) and largely unwrapped, so B (could also be read as C)","Presented by the Egyptian Government (Antiquities Service, J. de Morgan) 1895, via E.A.W. Budge | Presented by the Egyptian Government in 1895 (per secondary/BM-related reports; BM collection online blocked 403) | Donated by: Egyptian Museum, Cairo; previous owner Jacques Jean Marie de Morgan; acquisition date 1895",MONOGRAPH; PEER_REVIEWED; OFFICIAL_WEBPAGE; OFFICIAL_DB,UNKNOWN,"classification: C [literature] / B [toponyms] / B [uk_south] || species_if_given: Crocodylus niloticus (adult Nile crocodile, per authors) [literature] / UNKNOWN (newsletter describes it as a Nile crocodile) [uk_south] || provenance: Kom Ombo (de Morgan excavation 1893; exact context undetermined) [literature] / Kom Ombo (excavated 1893, de Morgan's work at the temple, per secondary report) [toponyms] / Excavated/Findspot: Kom Ombo, Temple to Sobek and Horus [uk_south] || date_period: 14C on skin UBA-29791: 2518±27 BP, 792-542 cal BC (2 sigma) [literature] / UNKNOWN (radiocarbon on skin 2518 ± 27 BP, 792-542 cal BC, considered unreliable due to freshwater reservoir effect - De Cupere et al. 2023) [toponyms] / Late Period (radiocarbon 650-550 BC per BM Egypt & Sudan Newsletter 3, 2016) [uk_south] || length: 3.84 m [literature] / c. 4 m (De Cupere et al. 2023) [toponyms] / 384 cm (approx including tail fragment); handling board 394 cm [uk_south]",2026-09-24,literature;toponyms;uk_south
INST-GB-004-O003,INST-GB-004,British Museum,EA35752,animal mummy; mummy-wrapping,mummies of small crocodiles (in jar),B,UNKNOWN,Found/Acquired: Abusir (Memphis),UNKNOWN,25.50 cm (contents),4.50 cm (jar),Height 12.80 cm (jar); weight 116 g (jar),"Materials: crocodile tissue, linen. Condition fair (crystal deposit on inside of jar). Not on display.",UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.britishmuseum.org/collection/object/Y_EA35752 (live 403; read via http://web.archive.org/web/20240127214129/https://www.britishmuseum.org/collection/object/Y_EA35752),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BM Collection Online record (archived copy) [uk_south],CONFIRMED,"Dimension labels as printed: height/width/weight refer to jar, length to contents.",GB,London,"Registration number 1875,0810.290; Birch Slip Number BS.6842.b","Official description: 'Unspecified number of mummies of small crocodiles (Register records a maximum of 70), roughly wrapped in wide linen bandages' - multiple individuals",Purchased from Miss Selima Harris; previous owner Anthony Charles Harris; acquisition date 1875,OFFICIAL_DB,UNKNOWN,,2026-09-24,uk_south
INST-GB-004-O004,INST-GB-004,British Museum,EA6848,UNKNOWN,crocodile mummy,F,UNKNOWN,Egypt (as captioned),600 BC – 400 AD (as captioned),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://www.britishmuseum.org/collection/object/Y_EA6848 (403; not archived),"https://www.britishmuseum.org/sites/default/files/styles/uncropped_large/public/2024-12/Animal-mummies-crocodile-hero-1920x1080.png (X-ray, hero image of project page)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BM research project page 'Divine creatures: animal mummies in ancient Egypt' (read via Wayback snapshot http://web.archive.org/web/20250925152127/https://www.britishmuseum.org/research/projects/divine-creatures-animal-mummies-ancient-egypt) [uk_south],CONFIRMED,"Same page links EA55614 (cat) and EA6773 (bovine). Collection record itself could not be read (Cloudflare 403, no archived copy).",GB,London,UNKNOWN,"Official project-page caption only: 'X-ray image of a crocodile mummy, Egypt, 600 BC – 400 AD' linked to Collection online Y_EA6848; X-ray image not audited",UNKNOWN,OFFICIAL_WEBPAGE,UNKNOWN,,2026-09-24,uk_south
INST-GB-004-O005,INST-GB-004,British Museum,EA6850,animal mummy; mummy-wrapping,bundle of small crocodile mummies,B,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://www.britishmuseum.org/collection/object/Y_EA6850 (403 Cloudflare; no Wayback snapshot),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WebSearch result snippets (3 separate queries) of BM Collection Online page title/description [uk_south],UNVERIFIED,Upgrade to CONFIRMED once the official page can be opened (BM blocks automated access). Record title in index: 'animal mummy; mummy-wrapping | British Museum'.,GB,London,UNKNOWN,"Search-engine snippet of official record: 'A broadly rectangular bundle, open at one end, containing a number of mummies of small crocodiles, wrapped in linen and bound with string' (not read directly)",UNKNOWN,SECONDARY,UNKNOWN,,2026-09-24,uk_south
INST-GB-005-O004,INST-GB-005,Manchester Museum,12008,UNKNOWN,Crocodile mummy,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Decorated with a diagonal cross-filled square pattern with two strips crossing at the centre.,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Pubblico, M.D. 2025. Wrapping Matters: Unpacking the Materiality of Votive Animal Mummies. Heritage 8(10): 415, Fig. 17","Pubblico, M.D. 2025. Wrapping Matters: Unpacking the Materiality of Votive Animal Mummies. Heritage 8(10): 415, Fig. 17 (3D model C. Rindi Nuzzolo, courtesy Manchester Museum) (https://doi.org/10.3390/heritage8100415 ; PDF https://mdpi-res.com/d_attachment/heritage/heritage-08-00415/article_deploy/heritage-08-00415.pdf) [literature]",CONFIRMED,Bandaging pattern relevant (dorsal). uk_north agent.,GB,Manchester,cited as 'MM_12008',3D model figure (Pubblico 2025 Fig. 17): wrapped crocodile decorated with diagonal cross-filled square pattern,UNKNOWN,PEER_REVIEWED,UNKNOWN,,2026-09-24,literature
INST-GB-005-O001,INST-GB-005,Manchester Museum,1772,UNKNOWN,Crocodile (mummified),F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Radiography showed a fatal skull injury (blunt force trauma) per the snippet. Manchester Museum curator's blog (egyptmanchester.wordpress.com, 30 June 2012) reports CT scanning of 'one of our crocodile mummies' with an apparent (fatal?) blow to the head, by McKnight and Atherton - probably the same animal.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://egyptmanchester.wordpress.com/2012/06/30/curators-diary-30612-ct-scanning-asru-and-a-crocodile-mummy/,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"McKnight, Bibb & Cooper 2024 (DAACH 34: e00356) citing McKnight 2015 [not opened]; egyptmanchester blog 30/6/2012",Search-engine snippet of McKnight et al. 2024 + curator blog (candidate-only sources) [uk_north],UNVERIFIED,Needs verification in Manchester Museum collection DB (blocked 403) or McKnight 2015 / McKnight et al. 2024 full text.,GB,Manchester,UNKNOWN,"Search-engine snippet only: 'A similar fatal skull injury was identified during the radiographic analysis of a crocodile from the Manchester Museum collection (Accession no. 1772)' - attributed to McKnight 2015; source article (McKnight, Bibb & Cooper 2024, DAACH) could not be opened",UNKNOWN,SECONDARY,Possibly identical with AEABB071? No - AEABB071 description (composite bundle) does not mention skull trauma; relationship unknown,,2026-09-24,uk_north
INST-GB-005-O005,INST-GB-005,Manchester Museum,7892,UNKNOWN,Crocodile mummy,A,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WHOLE,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Pubblico, M.D. 2025. Wrapping Matters: Unpacking the Materiality of Votive Animal Mummies. Heritage 8(10): 415, Fig. 5d","Pubblico, M.D. 2025. Wrapping Matters: Unpacking the Materiality of Votive Animal Mummies. Heritage 8(10): 415, Fig. 5d (3D model courtesy of Manchester Museum) (https://doi.org/10.3390/heritage8100415 ; PDF https://mdpi-res.com/d_attachment/heritage/heritage-08-00415/article_deploy/heritage-08-00415.pdf) [literature]",CONFIRMED,Manchester prefix format to verify (Manchester numbers often plain digits). uk_north agent.,GB,Manchester,cited as 'MM_7892',"3D model figure and text (Pubblico 2025 Fig. 5d): naturalistic wrapped crocodile shape, recumbent posture",UNKNOWN,PEER_REVIEWED,UNKNOWN,,2026-09-24,literature
INST-GB-005-O002,INST-GB-005,Manchester Museum,EA 19/2,UNKNOWN,Mummified baby crocodile from Hawara,F,UNKNOWN,Hawara (per blog caption),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Caption: 'Mummified baby crocodile from Hawara, EA 19/2'. Post states the Manchester collection contains several crocodile mummies from Petrie's 1888-89 Hawara excavations.",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://egyptmanchester.wordpress.com/2015/07/16/investigating-animal-mummies-i-crocodiles-at-hawara/,https://egyptmanchester.wordpress.com/wp-content/uploads/2015/07/crocodile-ea19-2.jpg,1,UNKNOWN,UNKNOWN,"Campbell Price, 'Investigating Animal Mummies (I): Crocodiles at Hawara', egyptmanchester.wordpress.com, 16 July 2015",Blog caption (candidate-only) [uk_north],UNVERIFIED,"'EA 19/2' is not in the usual Manchester Museum numeric accession format; it may be a lender's number or Bio Bank/exhibition label - verify. Blog is the Manchester Museum curator's wordpress.com blog, not on the museum domain.",GB,Manchester,UNKNOWN,Photo caption only on Manchester Museum curator's blog; image not audited,UNKNOWN,SECONDARY,UNKNOWN,,2026-09-24,uk_north
INST-GB-005-O003,INST-GB-005,Manchester Museum,UNKNOWN,UNKNOWN,Crocodile mummy (bundle),B,Crocodylus niloticus,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,Externally identified as a crocodile mummy bundle with modelled eyes and a square lozenge design on the upper aspect of the body; imaging shows 4 crania + 1 complete juvenile + possible eggshell; longitudinal reed.,PARTIAL,YES,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"https://ojs.utlib.ee/index.php/PoA/article/view/poa.2014.23.1.01 (Fig. 1, DR and CT images)",UNKNOWN,UNKNOWN,UNKNOWN,"Atherton-Woolham & McKnight 2014, Papers on Anthropology 23(1): 9-17, Table 1, Fig. 1","Atherton-Woolham & McKnight 2014 (Papers on Anthropology), Table 1: AEABB071, Holding Institution: Manchester Museum, External Identification: Crocodile Mummy [uk_north]",CONFIRMED,"wrapping_present=YES inferred from the description of an externally decorated bundle ('modelled eyes', 'square lozenge design'). Manchester Museum collection DB (museumcollections.manchester.ac.uk) returns 403 Cloudflare, so accession number could not be looked up.",GB,Manchester,AEABB071 (Ancient Egyptian Animal Bio Bank reference),"Peer-reviewed description of DR and CT imaging (2011, Manchester Royal Infirmary): bundle externally identified as crocodile mummy contains remains of four Crocodylus niloticus crania placed longitudinally plus a complete juvenile C. niloticus above them and two radiopaque anomalies consistent with eggshell; reed for rigidity (composite, multiple individuals)",UNKNOWN,PEER_REVIEWED,UNKNOWN (museum accession number not given; could coincide with Manchester accession no. 1772 or with blog-illustrated 'EA 19/2' - not verifiable),,2026-09-24,uk_north
INST-GB-007-O001,INST-GB-007,"Natural History Museum, London",1977.448,UNKNOWN,"Crocodylus niloticus, kind of object: mummified",F,Crocodylus niloticus,locality 'No data' (Egypt not stated),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://data.nhm.ac.uk/object/bedf285f-432f-470d-87ef-613b66fe8bcb,UNKNOWN,UNKNOWN,UNKNOWN,NHM Data Portal CKAN API: https://data.nhm.ac.uk/api/3/action/datastore_search?resource_id=05ff2255-c38a-40c9-b657-4ccb55ab2feb&q=mummified,UNKNOWN,NHM Data Portal specimen record (API JSON) [uk_south],PROBABLE,"PROBABLE because ancient Egyptian origin is not stated (only 'mummified' Nile crocodile, LS Reptiles, no locality). Related NHM Petrie material from Hawara (not described as mummified, so not recorded as objects): 1976.290 and 1976.291 'Skull, partial skin, loose teeth' (Hawara, Fayum; 1976.291 'E. of Labyrinth'; recorded by W.M.F. Petrie), 1911.8.15.1 skull Hawara (donor F Petrie), 1889.9.20.1 skull Lower Egypt (Petrie).",GB,London,NHMUK:ecatalogue:1978168; barcode 015069778; GBIF 1056691432; occurrenceID bedf285f-432f-470d-87ef-613b66fe8bcb,"Data-portal record only: scientificName Crocodylus niloticus, kindOfObject 'mummified', preservative Dry; no description or image",UNKNOWN,OFFICIAL_API; OFFICIAL_DB,UNKNOWN,,2026-09-24,uk_south
INST-GB-007-O002,INST-GB-007,"Natural History Museum, London",UNKNOWN,UNKNOWN,Crocodile mummy from Kom Ombo (second of the two crocodiles given by de Morgan in 1895),A,UNKNOWN,"Kom Ombo (de Morgan 1893 excavation), per acquisition letter",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,WHOLE,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"Anderson & Antoine 2019 p. 32 and n. 1; Whitehead, P. & Keates, C. 1981. The British Museum (Natural History). London: Summerfield Press, p. 73","Anderson & Antoine 2019, Creatures of Earth, Water, and Sky, p. 32 and n.1 (authors viewed the mummy courtesy of Dr Patrick Campbell, Senior Curator of Reptiles, NHM) (https://www.sidestone.com/openaccess/9789088907722.pdf) [literature]",CONFIRMED,If similar to BM EA 38562 it may be largely unwrapped/resin-coated (then class C) - check image. Whitehead & Keates 1981 erroneously said it lacks legs.,GB,London,UNKNOWN,"description only (Anderson & Antoine 2019: whole animal, legs extended backward parallel to and under body; 'similar in appearance' to BM EA 38562 but slightly smaller; no hatchlings)",Given by Egyptian Antiquities Service 1895 to British Museum; transferred on Budge's recommendation to the Natural History branch (South Kensington),MONOGRAPH,UNKNOWN,,2026-09-24,literature
INST-GB-008-O001,INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",UC55008,UNKNOWN,Pair of young crocodiles wrapped together,B,UNKNOWN,Lahun (field collection place; note 'Compare with UC 6984'),Late Period - Roman Period,UNKNOWN,5.5 cm,height 24.2 cm; width 5.5 cm,Pair of young crocodiles wrapped together in linen bandages to form a double. CT scanned in 2014.,WHOLE,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://collections.ucl.ac.uk/Details/petrie/68332,https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?command=getcontent&server=images&value=Petrie Museum of Egyptian Archaeology\Visual documentation\Objects\Medium res\110\UC55008.jpg&imageformat=jpg,1,CC BY-NC-SA 4.0 (per UCL Collections Online results page),https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=priref%3D68332&output=json; Axiell WebAPI JSON (priref=68332),"Stevenson, A. (ed.) 2015. The Petrie Museum of Egyptian Archaeology: Characters and Collections, p. 70 | Stevenson, A. (ed.), The Petrie Museum of Egyptian Archaeology: Characters and Collections (UCL Press 2015), p.70",UCL Collections Online / Axiell wwwopac API full record [toponyms] | UCL Collections Online detail page + Axiell API record [uk_south],CONFIRMED,'height' 24.2 cm is presumably the length of the bundle (as printed: height).,GB,London,LDUCE-UC55008; priref 68332; UCL online priref 68332,DB description: two young crocodiles wrapped together in linen to form a double; CT scanned 2014 | Official description: 'Pair of young crocodiles wrapped together in linen bandages to form a double. CT scanned in 2014.' - two individuals in one bundle,UNKNOWN,OFFICIAL_DB; OFFICIAL_API,UNKNOWN,provenance: Lahun (field collection place; note 'Compare with UC 6984') [toponyms] / Collection Place: Lahun ('Compare with UC 6984') [uk_south] || image_license: CC BY-NC-SA 4.0 (per UCL Collections Online results page) [toponyms] / CC BY-NC-SA license (as shown in UCL results list) [uk_south],2026-09-24,toponyms;uk_south
INST-GB-008-O002,INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",UC6985,UNKNOWN,Crocodile-shaped mummy,F,UNKNOWN,Lahun (field collection place),Ptolemaic Period (possible),46.5 cm,UNKNOWN,UNKNOWN,"Crocodile-shaped mummy, wrapped in linen, eyes and nostrils red, pattern of scutes stitched on back; stuffed with reeds, perhaps ""containing a few bones"".",UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,https://collections.ucl.ac.uk/Details/petrie/17409,https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?command=getcontent&server=images&value=Petrie Museum of Egyptian Archaeology\Visual documentation\Objects\Medium res\13\UC6985.jpg&imageformat=jpg,1,CC BY-NC-SA 4.0 (per UCL Collections Online results page),https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=priref%3D17409&output=json; Axiell WebAPI JSON: https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=priref=17409&output=json,"Documentation: 'p.19, No. 378' (publication link broken in DB)",UCL Collections Online / Axiell wwwopac API full record [toponyms] | UCL Collections Online detail page + Axiell API record (consistent) [uk_south],CONFIRMED,"PSEUDO-MUMMY? (reeds; 'perhaps a few bones'). Also returned by UCL simple search 'crocodile mummy'. | Possible PSEUDO-MUMMY/composite: 'stuffed with reeds'. Lahun crocodile material (cf. UC6984, UC6986, UC55008).",GB,London,LDUCE-UC6985; priref 17409; UCL online priref 17409,"DB description: crocodile-shaped, linen-wrapped, 'stuffed with reeds, perhaps ""containing a few bones""' - contents uncertain (possible pseudo-mummy) | Official description: 'Crocodile-shaped mummy, wrapped in linen, eyes and nostrils red, pattern of scutes stitched on back; stuffed with reeds, perhaps ""containing a few bones"".' Contents uncertain (reeds, possibly a few bones) - possibly composite or pseudo-mummy; image not audited",UNKNOWN,OFFICIAL_DB; OFFICIAL_API,UNKNOWN,provenance: Lahun (field collection place) [toponyms] / Collection Place: Lahun [uk_south] || date_period: Ptolemaic Period (possible) [toponyms] / (possible) Ptolemaic Period [uk_south] || image_license: CC BY-NC-SA 4.0 (per UCL Collections Online results page) [toponyms] / CC BY-NC-SA license (as shown in UCL results list) [uk_south],2026-09-24,toponyms;uk_south
INST-GB-008-O003,INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",UC6986,UNKNOWN,Remains of young crocodiles in linen,B,UNKNOWN,Lahun (field collection place; note 'Provenence unknown but cf UC 6984'),Ptolemaic Period (possible),30.0 cm,UNKNOWN,UNKNOWN,"Remains of young crocodiles, dried, in small fragments, within a singel thickness of linen, not sewn up; (blackened by 1950s UCL fire.)",PARTIAL,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,https://collections.ucl.ac.uk/Details/petrie/17411,https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?command=getcontent&server=images&value=Petrie Museum of Egyptian Archaeology\Visual documentation\Objects\Medium res\13\UC6986.jpg&imageformat=jpg,1,CC BY-NC-SA 4.0 (per UCL Collections Online results page),https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=priref%3D17411&output=json; Axiell WebAPI JSON (priref=17411),UNKNOWN,UCL Collections Online / Axiell wwwopac API full record [toponyms] | UCL Collections Online detail page + Axiell API record [uk_south],CONFIRMED,Described as 'dried' remains in linen; mummified status implicit only. | Linen wrapper not sewn up - may be a modern wrapping of loose remains; 'dried' rather than 'mummified' in wording.,GB,London,LDUCE-UC6986; priref 17411; UCL online priref 17411,"DB description: fragments of young crocodiles within a single thickness of linen, not sewn up (bundle with multiple individuals) | Official description: 'Remains of young crocodiles, dried, in small fragments, within a singel [sic] thickness of linen, not sewn up; (blackened by 1950s UCL fire.)' - fragmentary multiple individuals in linen wrapper",UNKNOWN,OFFICIAL_DB; OFFICIAL_API,UNKNOWN,provenance: Lahun (field collection place; note 'Provenence unknown but cf UC 6984') [toponyms] / Collection Place: Lahun ('Provenence unknown but cf UC 6984') [uk_south] || date_period: Ptolemaic Period (possible) [toponyms] / (possible) Ptolemaic Period [uk_south] || image_license: CC BY-NC-SA 4.0 (per UCL Collections Online results page) [toponyms] / CC BY-NC-SA license (as shown in UCL results list) [uk_south],2026-09-24,toponyms;uk_south
INST-GB-008-O004,INST-GB-008,"Petrie Museum of Egyptian Archaeology, UCL",UC71664,UNKNOWN,Desiccated crocodile head,D,UNKNOWN,UNKNOWN,Late Period (possible),UNKNOWN,UNKNOWN,UNKNOWN,Desiccated crocodile head,PARTIAL,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,https://collections.ucl.ac.uk/Details/petrie/56955,https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?command=getcontent&server=images&value=Petrie Museum of Egyptian Archaeology\Visual documentation\Objects\Medium res\143\UC71664.jpg&imageformat=jpg,1,CC BY-NC-SA 4.0 (per UCL Collections Online results page),https://collections.ucl.ac.uk/AxiellWebApi/wwwopac.ashx?database=petrie&search=priref%3D56955&output=json; Axiell WebAPI JSON (priref=56955),UNKNOWN,UCL Collections Online / Axiell wwwopac API full record [toponyms] | UCL Collections Online detail page + Axiell API record [uk_south],PROBABLE,Verify mummification. | PROBABLE only because the record says 'desiccated' not 'mummified'; Late Period date suggests animal-cemetery origin. Image audit should decide.,GB,London,LDUCE-UC71664; priref 56955; UCL online priref 56955,DB description 'Desiccated crocodile head' (not explicitly 'mummified') | Official description only: 'Desiccated crocodile head' (object category animal remains); not explicitly described as mummified; image not audited,UNKNOWN,OFFICIAL_DB; OFFICIAL_API,UNKNOWN,date_period: Late Period (possible) [toponyms] / (possible) Late Period [uk_south] || image_license: CC BY-NC-SA 4.0 (per UCL Collections Online results page) [toponyms] / CC BY-NC-SA license (as shown in UCL results list) [uk_south],2026-09-24,toponyms;uk_south
