institution_id,museum,city,country,official_collection_url,crocodile_mummies_confirmed,minimum_confirmed_objects,possible_additional_holdings,inventory_numbers_known,evidence_type,evidence_urls,scholarly_catalogue,online_images,image_license,api_available,iiif_available,confidence,date_checked,notes,x_museum_original_name,x_object_rows,x_object_rows_confirmed,x_stated_counts,x_api_url,x_iiif_url,x_agents
INST-PL-002,National Museum in Poznań,Poznań,PL,https://mnp.art.pl/,NO,0,UNKNOWN,UNKNOWN,SECONDARY,https://poznan.naszemiasto.pl/muzeum-narodowe-krokodyl-w-muzeum-skarby-starozytnosci-w/ar/c13-3296793,UNKNOWN,UNKNOWN,UNKNOWN,NO,NO,UNVERIFIED,2026-09-24,"News: 'Muzeum Narodowe w Poznaniu ma w swoich zbiorach mumię głowy krokodyla sprzed ponad 2,5 tysiąca lat' displayed in Gallery of Ancient Art (Egypt). mnp.art.pl WP search (krokodyl, mumia, Sobek, Egipt) found nothing; no online collection DB found (zbiory.mnp.art.pl proxy 502). Would be class D if confirmed.",Muzeum Narodowe w Poznaniu,1,0,"1 (mummified crocodile head, per news) (poznan.naszemiasto.pl news 27 Feb 2015 (candidate only)) [central_east_europe]",UNKNOWN,UNKNOWN,central_east_europe
INST-RO-001,National Museum of Transylvanian History,Cluj-Napoca,RO,https://clasate.cimec.ro/Lista.asp?psearch=crocodil,YES,2,"Clasate covers only legally classified objects; other animal mummies of the Egyptian collection (ibis V 1660, V 58144; cat sarcophagus) are listed; unclassified crocodile items would not appear.",V 1681; V 1681 (two Clasate records with same number); V 1681 (second record),NATIONAL_PORTAL; OFFICIAL_API; IIIF,https://clasate.cimec.ro/detaliu.asp?k=64ef45de9f2e40aeb9f6f79e2f231e85; https://clasate.cimec.ro/detaliu.asp?k=8062b87c49e34ec5a883a119839c4e75; https://www.europeana.eu/item/2048047/Clasate_64ef45de9f2e40aeb9f6f79e2f231e85; https://www.europeana.eu/item/2048047/Clasate_8062b87c49e34ec5a883a119839c4e75; provider: https://clasate.cimec.ro/detaliu.asp?k=64ef45de9f2e40aeb9f6f79e2f231e85; provider: https://clasate.cimec.ro/detaliu.asp?k=8062b87c49e34ec5a883a119839c4e75,UNKNOWN,YES,CC BY-SA 4.0 | Europeana edm:rights http://creativecommons.org/licenses/by-sa/4.0/ | CC BY-SA 4.0 (as stated on Clasate records and Europeana edmRights),YES,YES,CONFIRMED,2026-09-24,Object known only via the national register of classified heritage; no museum-hosted online collection DB found. | Romanian national 'Clasate' register (legally classified heritage). Found via Europeana only.,Muzeul Național de Istorie a Transilvaniei,2,2,UNKNOWN,https://api.europeana.eu/record/v2/2048047/Clasate_64ef45de9f2e40aeb9f6f79e2f231e85.json; Europeana dataset 2048047 (INP Clasate),https://iiif.europeana.eu/presentation/2048047/Clasate_64ef45de9f2e40aeb9f6f79e2f231e85/manifest,central_east_europe;portals_europe
INST-SE-001,Bohuslän Museum (Bohusläns museum),Uddevalla,SE,https://digitaltmuseum.se/owners/S-BM,YES,2,None found (DiMu 'krokodil AND mumie' returns only UM000548 for this owner),UM000548 (2 individuals); UM000548 (2 hatchling mummies); UM000548,NATIONAL_PORTAL; OFFICIAL_API; IIIF,https://digitaltmuseum.se/011024262585/mumie; https://api.dimu.org/artifact/uuid/5c94ebc5-6359-4b46-8145-da5255296acf; https://digitaltmuseum.se/011024262585; https://www.europeana.eu/item/916105/bhm_object_UM000548,"Museum MS catalogues: K. A. Andersson, katalog II (1916), No 66; handwritten catalogue 1957-58 (quoted in DB)",YES,"CC BY-NC-ND | CC BY-NC-ND (DigitaltMuseum 'CC by-nc-nd'; Europeana http://creativecommons.org/licenses/by-nc-nd/4.0/) | CC BY-NC-ND (DigitaltMuseum record licence 'by-nc-nd', Erkännande-Icke kommersiell-Inga bearbetningar); photos credited Bohusläns museum",YES,YES,CONFIRMED,2026-09-24,"Two crocodile hatchling mummies (one wrapped, one unwrapped) from 'the graves at Manfalut, Egypt, 1850', gift of D. J. Macfie, Edinburgh, 1866; displayed in a glass box. | Small regional museum found only via portals (Europeana/DigitaltMuseum/K-samsök). Provenance 'Manfaloot' 1850; gift of D. J. Macfie, Edinburgh, 1866.",Bohusläns museum,1,1,2 (DigitaltMuseum record UM000548: 'Två mumifierade krokodilungar' / 1916 catalogue No 66 'Två små Krokodil-mumier') [nordic_baltic],https://api.dimu.org/api/solr/select (DigitaltMuseum); https://api.dimu.org/artifact/uuid/5c94ebc5-6359-4b46-8145-da5255296acf; K-samsök http://kulturarvsdata.se/bhm/object/UM000548,https://iiif.europeana.eu/presentation/916105/bhm_object_UM000548/manifest (Europeana-generated),nordic_baltic;portals_europe
INST-SE-004,Malmö Museer,Malmö,SE,http://carlotta.malmo.se/carlotta-mmus/,YES,1,UNKNOWN,MM 000030,NATIONAL_PORTAL; OFFICIAL_API; IIIF,https://kulturarvsdata.se/MM/objekt/21265; https://www.europeana.eu/item/91658/MM_objekt_21265; http://carlotta.malmo.se/carlotta-mmus/web/object/21265,UNKNOWN,YES,images CC BY-NC-ND 2.5 SE (http://creativecommons.org/licenses/by-nc-nd/2.5/se/) per K-samsök; Europeana http://creativecommons.org/licenses/by-nc-nd/4.0/ | K-samsök metadata licence CC0 (http://creativecommons.org/publicdomain/zero/1.0/); images http://creativecommons.org/licenses/by-nc-nd/2.5/se/ ; Europeana edm:rights http://creativecommons.org/licenses/by-nc-nd/4.0/,YES,YES,CONFIRMED,2026-09-24,Carlotta DB under maintenance 2026-09-24; K-samsök used. Only a front part of a hatchling found.,Malmö Museer,1,1,UNKNOWN,K-samsök https://kulturarvsdata.se/MM/objekt/21265,https://iiif.europeana.eu/presentation/91658/MM_objekt_21265/manifest (Europeana-generated),portals_europe
INST-SE-002,Malmö Museum (Malmö Museer),Malmö,SE,https://carlotta.malmo.se/carlotta-mmus/web,YES,1,None found: Carlotta free search 'mumifierad' = 1 hit (MM 000030); 'Sebek' = MM 000030 + 2 prints,MM 000030,OFFICIAL_DB; NATIONAL_PORTAL,https://carlotta.malmo.se/carlotta-mmus/web/object/21265; https://api.europeana.eu/record/v2/search.json?wskey=api2demo&query=krokodil&qf=DATA_PROVIDER:%22Malm%C3%B6%20Museum%22,UNKNOWN,YES,CC BY-NC-ND 2.5 | CC BY-NC-ND 2.5 (licence link on Carlotta page; K-samsök mediaLicense by-nc-nd),YES,NO,CONFIRMED,2026-09-24,"One partial crocodile hatchling mummy (front part), gift 1865, formerly in the ethnographic collection (code 'etn').",Malmö Museer / Malmö Museum,1,1,UNKNOWN,https://kulturarvsdata.se/ksamsok/api (K-samsök),UNKNOWN,nordic_baltic
INST-SE-003,Museum of Mediterranean and Near Eastern Antiquities (Medelhavsmuseet),Stockholm,SE,https://collections.smvk.se/carlotta-mhm/web; https://collections.smvk.se/carlotta-mhm/,YES,22,"Unidentified linen bundles/animal-mummy fragments X-rayed 2012 with contents not stated online (MM 11006, MM 30794, MM 30795, MM 30796, NME 794) - no evidence they contain crocodile; linen wrapping removed from MME 1983:013 A kept at Etnografiska museet cold room box MM:1 (per DB). DB comment on MME 1983:013 A mentions X-ray at Karolinska Sjukhuset 21 May 2012 of several crocodiles (Dr Johan Henriksson) - no publication found. | Carlotta photo records 0496G ('Mumie av krokodil', http://collections.smvk.se/carlotta-mhm/web/object/3910030) and 076S/35 ('Röntgenbild av mumie, krokodilungar', http://collections.smvk.se/carlotta-mhm/web/object/3978384) document crocodile mummies (not separately counted). NME 793 was registered as a crocodile mummy but X-ray (2012) shows a snake - excluded.",MM 10133; MM 10134; MM 18406; MM 18407; MM 18408; MM 18409; MM 18410; MM 18411; MM 18412; MM 18413; MM 18414 (=MME 1961:263); MM 18415; MM 19240; MM 30721; MM 30810; MM 30865; MME 1977:002; MME 1983:013 A; NME 796; NME 797; NME 799; S.N. E 0064; MM 18414; MME 1983:013 A (linen MME 1983:013 B),OFFICIAL_DB; NATIONAL_PORTAL; IIIF,https://collections.smvk.se/carlotta-mhm/web/object/3016253; https://kulturarvsdata.se/ksamsok/api?method=search&hitsPerPage=200&query=serviceOrganization%3DSMVK-MM%20and%20text%3Dkrokodil; https://api.europeana.eu/record/v2/search.json?wskey=api2demo&query=krokodil%20OR%20crocodile%20OR%20crocodylus&qf=DATA_PROVIDER:%22The%20Museum%20of%20Mediterranean%20and%20Near%20Eastern%20Antiquities%22; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016253; https://api.europeana.eu/record/v2/search.json?wskey=api2demo&query=crocodile%20mummy; https://collections.smvk.se/carlotta-mhm/web/object/3015895; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3015895; https://collections.smvk.se/carlotta-mhm/web/object/3015891; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3015891; https://collections.smvk.se/carlotta-mhm/web/object/3011859; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011859; https://collections.smvk.se/carlotta-mhm/web/object/3011834; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011834; https://collections.smvk.se/carlotta-mhm/web/object/3011847; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011847; https://collections.smvk.se/carlotta-mhm/web/object/3011846; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011846; https://collections.smvk.se/carlotta-mhm/web/object/3011831; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011831; https://collections.smvk.se/carlotta-mhm/web/object/3011856; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011856; https://collections.smvk.se/carlotta-mhm/web/object/3011845; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011845; https://collections.smvk.se/carlotta-mhm/web/object/3011857; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3011857; https://collections.smvk.se/carlotta-mhm/web/object/3016279; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016279; https://collections.smvk.se/carlotta-mhm/web/object/3016255; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016255; https://collections.smvk.se/carlotta-mhm/web/object/3016257; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016257; https://collections.smvk.se/carlotta-mhm/web/object/3016256; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016256; https://collections.smvk.se/carlotta-mhm/web/object/3016260; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016260; https://collections.smvk.se/carlotta-mhm/web/object/3016258; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016258; https://collections.smvk.se/carlotta-mhm/web/object/3016259; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016259; https://collections.smvk.se/carlotta-mhm/web/object/3016261; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016261; https://collections.smvk.se/carlotta-mhm/web/object/3016254; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016254; https://collections.smvk.se/carlotta-mhm/web/object/3016262; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016262; https://collections.smvk.se/carlotta-mhm/web/object/3016263; https://www.europeana.eu/item/91639/SMVK_MM_objekt_3016263,UNKNOWN (no published catalogue of the crocodile mummies found),YES,"Images CC BY 4.0, (c) Statens museer för världskultur (per K-samsök mediaLicenseUrl and Carlotta page licence link); metadata CC0 (K-samsök itemLicense) | CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/ on Carlotta records; Europeana edm:rights http://creativecommons.org/licenses/by/4.0/); photo-archive records CC BY-NC-ND 2.5 | CC BY 4.0 (https://creativecommons.org/licenses/by/4.0/), (c) Statens museer for varldskultur",YES,YES,CONFIRMED,2026-09-24,"22 distinct crocodile mummies/parts: mostly hatchlings/juveniles (Retzius collection MM 18406-18415; Otto Smith gift MM 10133-10134 L. 99 and 90.8 cm; B. Cronstrand 1842 via Nationalmuseum/Riksmuseet NME 797, MME 1983:013 A). Most not on display are recorded as 'Loan out / Current 0000.0006' to Etnografiska museet (SMVK storage). MM 10134 currently on loan to Östergötlands museum, Linköping (loan 2020.0005). Exhibition 'Egypten' 2014-, showcase 8.4 'Mummified young crocodiles'. Provenance recorded only as 'Egypt'. | 22 crocodile-mummy objects found through Europeana and confirmed on Carlotta (portals_europe). Many X-rayed at Karolinska Sjukhuset 21 May 2012. Retzius collection and Cronstrand (1842) provenances. Regional agent nordic_baltic may duplicate.",Medelhavsmuseet (Statens museer för världskultur),22,22,UNKNOWN,"https://kulturarvsdata.se/ksamsok/api (K-samsök, national); Europeana Search API; Europeana API (datasets 91639, 91644, 91640); K-samsök http://kulturarvsdata.se/SMVK-MM/objekt/<id>","Europeana-generated IIIF Presentation v2 manifests, e.g. https://iiif.europeana.eu/presentation/91639/SMVK_MM_objekt_3016253/manifest (no provider-native IIIF seen)",nordic_baltic;portals_europe
INST-SK-001,Bratislava City Museum,Bratislava,SK,https://slovakiana.sk/kulturne-objekty/cair-ko24op6,YES,5,UNKNOWN,"VE-00045/001; VE-00045/002; VE-00045/003; VE-00045/004; VE-00045/005 (= VE 45 a-e, 1979); VE-00045/005",NATIONAL_PORTAL; OFFICIAL_API; MONOGRAPH,https://slovakiana.sk/kulturne-objekty/cair-ko253s7; https://slovakiana.sk/kulturne-objekty/cair-ko24obh; https://slovakiana.sk/kulturne-objekty/cair-ko1l2bj; https://slovakiana.sk/kulturne-objekty/cair-ko24op6; https://slovakiana.sk/kulturne-objekty/cair-ko4qn3t; http://fi.nm.cz/wp-content/uploads/2020/09/Strouhal-mumie-optimalizovano.pdf,UNKNOWN,YES,"Slovakiana 'Object's rights: voľný' (free) for 3 records with images | Slovakiana: Object's rights 'voľný' (free), objectUse view_free",YES,UNKNOWN,CONFIRMED,2026-09-24,"Slovakiana public API (wcm.slovakiana.sk) discovered from site JS; searched múmia, krokodíl, múmia krokodíla, Sobek, Crocodylus.",Múzeum mesta Bratislavy,5,5,5 (Strouhal & Vyhnánek 1979 Cat. 111-115 (VE 45 a-e); Slovakiana lists 5 records VE-00045/001-005) [central_east_europe],https://wcm.slovakiana.sk/culturalobject/search?searchText=múmia krokodíla&searchByKeywords=true,UNKNOWN,central_east_europe
INST-UA-001,D.I. Yavornytsky National Historical Museum of Dnipro,Dnipro,UA,UNKNOWN,NO,0,"Holds crocodile mummy/mummies: Ukraine has four crocodile mummies across NPKPL, OAM and DYDHM (Yanish et al. 2025, citing Fomenko & Shamray 2006); number at Dnipro not stated",UNKNOWN,PEER_REVIEWED,https://www.journals.vu.lt/archaeologia-lituana/en/article/download/43586/41741; https://www.journals.vu.lt/archaeologia-lituana/en/article/download/43586/41741/131984,"Fomenko, I.A. & Shamray, H.F. 2006. Yehypets'ki starozhytnosti v kolektsiyi Dnipropetrovs'koho istorychnoho muzeyu im. D.I. Yavornyts'koho. Dnipropetrovsk: Art-pres | Fomenko & Shamray 2006 (cited)",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PROBABLE,2026-09-24,No inventory number; institution named in scholarly source as holder. | Named by Yanish et al. 2025 among Ukrainian institutions housing the four crocodile mummies; no object details.,Дніпропетровський національний історичний музей ім. Д. І. Яворницького,0,0,UNKNOWN,UNKNOWN,UNKNOWN,literature;toponyms
INST-UA-002,Kyiv-Pechersk Lavra National Preserve,Kyiv,UA,UNKNOWN,YES,1,UNKNOWN,KPL Arh-826,PEER_REVIEWED,https://www.journals.vu.lt/archaeologia-lituana/en/article/download/43586/41741,Yanish et al. 2025,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,Name as printed in Yanish et al. 2025 ('Kyiv-Pechersk Lavra National Preserve (NPKPL)'); official name to be verified by regional agent.,UNKNOWN,1,1,UNKNOWN,UNKNOWN,UNKNOWN,literature
INST-UA-004,National Kyiv-Pechersk Historical and Cultural Preserve (Kyiv-Pechersk Lavra National Preserve),Kyiv,UA,UNKNOWN,YES,4,UNKNOWN,KPL Arh-826,PEER_REVIEWED,https://doi.org/10.15388/archlit.2025.26.10; https://www.journals.vu.lt/archaeologia-lituana/en/article/download/43586/41741/131984,UNKNOWN,NO,UNKNOWN,NO,NO,CONFIRMED,2026-09-24,Found via Crossref literature query (reverse lookup). Specimen studied in 'Ukrainian Mummy Project'.,Національний Києво-Печерський історико-культурний заповідник,1,1,"4 crocodile mummies in Ukrainian museums (NPKPL, Odesa Archaeological Museum, Dnipro Yavornytsky Museum) (Yanish et al. 2025, Archaeologia Lituana 26 (citing Fomenko & Shamray 2006)) [toponyms]",UNKNOWN,UNKNOWN,toponyms
INST-UA-005,Odesa Archaeological Museum of the National Academy of Sciences of Ukraine,Odesa,UA,UNKNOWN,NO,0,UNKNOWN,possibly 1208 (text ambiguous: may be the former Kyiv University museum number of the Kyiv specimen),PEER_REVIEWED,https://www.journals.vu.lt/archaeologia-lituana/en/article/download/43586/41741/131984,Fomenko & Shamray 2006; Tarasenko 2019 (cited in Yanish et al. 2025),UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,PROBABLE,2026-09-24,"Yanish et al. 2025: four crocodile mummies housed in institutions such as NPKPL, the Odessa Archaeological Museum (OAM) and the Dnipro museum; OAM holds the ex-Kyiv University coffins 'alongside ... a crocodile mummy (Inv. No. 1208)'. No individual OAM object unambiguously identified.",Одеський археологічний музей НАН України,0,0,UNKNOWN,UNKNOWN,UNKNOWN,toponyms
INST-UA-003,Odessa Archaeological Museum of the NAS of Ukraine,Odesa,UA,UNKNOWN,YES,1,UNKNOWN,Inv. No. 1208 (as printed); Inv. No. 1208,PEER_REVIEWED,https://www.journals.vu.lt/archaeologia-lituana/en/article/download/43586/41741,Tarasenko 2019; Tarasenko 2021,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,One crocodile mummy + two snake mummies (Yanish et al. 2025 citing Tarasenko 2021),UNKNOWN,1,1,UNKNOWN,UNKNOWN,UNKNOWN,literature
INST-US-001,Brooklyn Museum,"Brooklyn, New York",US,https://www.brooklynmuseum.org/opencollection/collections,NO,0,"Search-engine results (not opened) list brooklynmuseum.org object pages titled 'Crocodile Mummy' (https://www.brooklynmuseum.org/objects/3124 ; https://brooklynmuseum.org/opencollection/objects/117917); snippet-derived accession numbers 14.668 (1st century, Nile crocodile, linen, white tape), 37.1365E (Ptolemaic, 'Manfalont'), 37.1366E (Late Period). Bleiberg, Barbash & Bruno 2013 'Soulful Creatures' catalogue (Brooklyn) presumably lists them - not accessed.",UNKNOWN (candidate: 14.668; 37.1365E; 37.1366E - snippet only),SECONDARY,https://www.brooklynmuseum.org/objects/3124 (429 Vercel checkpoint); https://www.brooklynmuseum.org/opencollection/objects/117917 (429),"Bleiberg, E., Barbash, Y. & Bruno, L. 2013. Soulful Creatures: Animal Mummies in Ancient Egypt. Brooklyn Museum / D Giles (not accessed)",UNKNOWN,UNKNOWN,YES,UNKNOWN,UNVERIFIED,2026-09-24,Website behind Vercel Security Checkpoint (HTTP 429 for curl and WebFetch); api.brooklynmuseum.org and web.archive.org unreachable; Google Books API quota exhausted; WebSearch budget exhausted. Highly likely holder - re-check from a browser.,UNKNOWN,0,0,UNKNOWN,https://api.brooklynmuseum.org (key required; blocked by egress policy in this session),UNKNOWN,usa_northeast
INST-US-002,Carnegie Museum of Natural History,Pittsburgh,US,UNKNOWN,YES,1,UNKNOWN,1867-4,PEER_REVIEWED,https://mdpi-res.com/d_attachment/heritage/heritage-08-00415/article_deploy/heritage-08-00415.pdf,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,usa_northeast agent,UNKNOWN,1,1,UNKNOWN,UNKNOWN,UNKNOWN,literature
INST-US-003,Field Museum of Natural History,Chicago,US,https://collections-anthropology.fieldmuseum.org/,YES,1,"Press release 'Inside Ancient Egypt': 'On display are 31 animal mummies including cats, falcons, even a crocodile' (may be same or different from the neonatal crocodile in the Mummies exhibition); news on 2015 NHM LA venue of the Field Museum's 'Mummies' exhibition mentions baby crocodiles and 'a crocodile mummy encased in an intricate, segmented linen-and-canvas shroud' (secondary).",UNKNOWN,OFFICIAL_WEBPAGE,https://www.fieldmuseum.org/blog/animal-mummies-sale-ancient-egypt; https://www.fieldmuseum.org/about/press/inside-ancient-egypt,UNKNOWN,YES,UNKNOWN,UNKNOWN,UNKNOWN,CONFIRMED,2026-09-24,Anthropology collections database (EMu web) blocked by Cloudflare Turnstile/BunkerWeb for curl and WebFetch; inventory numbers could not be retrieved - needs manual browser check (search 'crocodile' in Egypt). Count of crocodile mummies unknown (at least 1).,UNKNOWN,1,1,UNKNOWN,UNKNOWN,UNKNOWN,usa_midwest_west
INST-US-004,"Institute for the Study of Ancient Cultures Museum, University of Chicago (formerly Oriental Institute Museum)",Chicago,US,https://isac-idb.uchicago.edu/,YES,34,None found beyond the 34 DB records (E695-E728 incl. E702A).,E695-E701; E702A; E703-E728; E695; E696; E697; E698; E699; E700; E701; E703; E704; E705; E706; E707; E708; E709; E710; E711; E712; E713; E714; E715; E716; E717; E718; E719; E720; E721; E722; E723; E724; E725; E726; E727; E728,OFFICIAL_DB; OFFICIAL_API; OFFICIAL_WEBPAGE,https://isac-idb.uchicago.edu/solr/index.php?dataset=MC&q=crocodile; https://isac-idb.uchicago.edu/id/c10da6f4-b22d-472b-bda3-5768b36e62d9; https://mag.uchicago.edu/science-medicine/mummy-figures; https://isac-idb.uchicago.edu/id/67219f3e-551d-47b5-a6ce-4b9396959e51; https://isac-idb.uchicago.edu/id/b0cce3ee-b317-4760-a6c0-5e22977a301f; https://isac-idb.uchicago.edu/id/311a9a30-269e-4f52-8e13-c23deaed1b77; https://isac-idb.uchicago.edu/id/6b97e9b5-8329-47f8-98e6-b3b1aa70df7f; https://isac-idb.uchicago.edu/id/280c9c9a-5e8e-479e-b615-57f9b97936e3; https://isac-idb.uchicago.edu/id/aa729129-e547-4d46-9a85-fa052b9be55f; https://isac-idb.uchicago.edu/id/0a4e40ce-3dc9-4f4f-a55e-4aebf5dc9afc; https://isac-idb.uchicago.edu/id/da9a30ca-c268-4636-aede-3c9fb5a43bc2; https://isac-idb.uchicago.edu/id/44cfe8e1-2f39-4167-b07d-e380b53cc51b; https://isac-idb.uchicago.edu/id/b344b048-6873-44eb-bf18-16ed12ce7d25; https://isac-idb.uchicago.edu/id/9fc5fbf0-9712-4890-99d0-24fb0f63b869; https://isac-idb.uchicago.edu/id/f5f819cc-573d-4e70-ba94-5ab0b2fc7406; https://isac-idb.uchicago.edu/id/f092564b-ffdd-46c4-b11d-a67ecba191a4; https://isac-idb.uchicago.edu/id/64bc0588-2a89-4514-bb63-74d9ff30d2d5; https://isac-idb.uchicago.edu/id/12aca462-02be-40b4-99eb-ace6dd3ac0a4; https://isac-idb.uchicago.edu/id/fafca63a-2d07-4f08-94ad-04e036a8d105; https://isac-idb.uchicago.edu/id/a0df1d47-39e7-4804-bf6a-2871b9fc731e; https://isac-idb.uchicago.edu/id/a0869d60-4402-4205-a8ab-a42c819b5dde; https://isac-idb.uchicago.edu/id/fdc22110-7d6a-4d30-bfb0-380e8a02f0a5; https://isac-idb.uchicago.edu/id/39adaf20-bfc1-4f60-81fe-c538c5ca62f7; https://isac-idb.uchicago.edu/id/c4c12850-d4c4-4e7b-ac2a-aaff02f48d7b; https://isac-idb.uchicago.edu/id/54f22194-a701-4ad7-8922-94e4f6552fea; https://isac-idb.uchicago.edu/id/4e357cc6-c02c-4474-8615-dd7eaba16aeb; https://isac-idb.uchicago.edu/id/5d3a8ac3-e5ef-4ca7-97d0-5c13a5e0bfcb; https://isac-idb.uchicago.edu/id/6d275fce-8a14-4a69-bffc-efeda1882d07; https://isac-idb.uchicago.edu/id/8f481eac-559e-48ea-aac9-263ba20b89d4; https://isac-idb.uchicago.edu/id/e96d5aea-6f10-436b-9729-6bb4a4eb4065; https://isac-idb.uchicago.edu/id/2992532a-b0ad-493b-b1a0-2c03b6c7681e; https://isac-idb.uchicago.edu/id/e2eef860-2ea4-429e-9081-bc8b7baea6bd; https://isac-idb.uchicago.edu/id/3e645d18-923b-48fd-9527-720e1bda6111; https://isac-idb.uchicago.edu/id/d6602668-448d-431a-895d-3eb8f662caaf; https://isac-idb.uchicago.edu/id/fe3bdf71-e7d6-4d5d-bb1e-bccf0b67cf0d; https://isac-idb.uchicago.edu/id/d841f886-395b-44fa-b321-9399fddc5f1e,UNKNOWN,YES,"ISAC IDB 'Terms of Use' shows CC BY-NC-ND 4.0 icon (site-wide) | Site-wide ""Terms of Use"" CC BY-NC-ND 4.0 icon on ISAC IDB (per-image licence not stated)",YES,NO,CONFIRMED,2026-09-24,"All 34 records: provenance 'Unknown (Egypt)', period 'Late Period', accession 11; media captions carry prefix '[Shegilgil]' (unexplained). DB total 34 vs magazine 33 (27+6). Mostly small (c. 10-37 cm) wrapped juveniles plus heads/feet. Only E701 on display.",UNKNOWN,34,34,"33 ('27 crocodiles (and six ""parts of crocodiles"")' - Gibson 2014, University of Chicago Magazine https://mag.uchicago.edu/science-medicine/mummy-figures) [usa_midwest_west]",https://isac-idb.uchicago.edu/solr/index.php?dataset=MC&q=<query> (Solr JSON); images https://isac-idb-static.uchicago.edu/multimedia/<irn>/<file>,UNKNOWN,usa_midwest_west
INST-US-005,Metropolitan Museum of Art,New York,US,https://www.metmuseum.org/art/collection/search; https://www.metmuseum.org/art/collection,YES,2,"Met 04.2.813 'Rope' from 'Crocodile mummy cave', Manfalut (Gift of Darius Ogden Mills, 1904) suggests further material from the Manfalut crocodile caves may exist in storage records not titled as crocodile | Met API 'crocodile' = 653 hits (not exhaustively screened by this agent); 04.2.813 rope 'From Middle Egypt Manfalut Crocodile mummy cave' (Gift of Darius Ogden Mills, 1904) suggests the Met also received other Manfalut cave material | 04.2.813 rope from 'Crocodile mummy cave', Manfalut (Gift of Darius Ogden Mills 1904) indicates material from the Manfalut crocodile caves; no further crocodile mummies found in API.","90.6.115 (crocodile mummy); 12.182.33 (mask for a crocodile mummy, class E); 90.6.115 (crocodile mummy, possibly Manfalut); 12.182.33 (mask for crocodile mummy, Fayum); 90.6.115; 12.182.33",OFFICIAL_API; OFFICIAL_DB,https://collectionapi.metmuseum.org/public/collection/v1/objects/570752; https://collectionapi.metmuseum.org/public/collection/v1/objects/552246; https://collectionapi.metmuseum.org/public/collection/v1/search?q=crocodile%20mummy; https://www.metmuseum.org/art/collection/search/570752; https://www.metmuseum.org/art/collection/search/552246,UNKNOWN,YES,"Public Domain (Met Open Access, CC0) for both objects (API isPublicDomain=true) | Public domain (Open Access, isPublicDomain true) | Public Domain (Open Access, CC0) for isPublicDomain objects | Public Domain (Met Open Access, CC0) — API isPublicDomain=true",YES,NO,CONFIRMED,2026-09-24,"12 API queries, 732 unique object records fetched and screened (all 653 'crocodile' hits in all departments, 128 Egyptian-Art 'crocodile', 76 'animal mummy', 24 'Sobek'). Web object pages returned HTTP 429 (Vercel checkpoint) to curl/WebFetch. iiif_available=NO means the Met API exposes no IIIF endpoint (not verified for other Met services). | Recorded via Manfalut/Fayum reverse lookup; usa_northeast agent should screen full 'crocodile' result set. | API queries (Egyptian Art dept 10): crocodile (128), crocodile mummy, animal mummy (76), sacred animal mummy (182), animal remains (55), Manfalut (2), Sobek (24), crocodile coffin, mummified crocodile; all-department 'crocodile' (653) screened. Only one crocodile mummy and one crocodile mummy mask found.",UNKNOWN,2,2,UNKNOWN,https://collectionapi.metmuseum.org/public/collection/v1/,UNKNOWN,portals_world;toponyms;usa_northeast
